Closed,NoTraffic,airportCode,airportName,cityName,countryCode,countryName,latitude,longitude,notams,traffic
False,False,LGRX,Araxos,Araxos,GRC,Greece,38.151111111111106,21.425555555555558,,"{""_id"":{""1314"":""LGRX""},""departures"":{""1314"":3},""connections"":{""1314"":1},""all_departures"":{""1314"":[3]},""all_connections"":{""1314"":[1]},""all_countries"":{""1314"":[1]},""week_departure_diff_pc"":{""1314"":null},""week_connections_diff_pc"":{""1314"":null},""ref_departure_diff_pc"":{""1314"":0.0},""ref_connections_diff_pc"":{""1314"":0.0},""date"":{""1314"":""2020-05-22""},""airport"":{""1314"":""LGRX""}}"
False,False,ZGNN,Wuxu,Nanning,CHN,China,22.610000000000003,108.17333333333333,,"{""_id"":{""1435"":""ZGNN""},""departures"":{""1435"":2},""connections"":{""1435"":2},""all_departures"":{""1435"":[95,2,2]},""all_connections"":{""1435"":[19,1,2]},""all_countries"":{""1435"":[11,1,2]},""week_departure_diff_pc"":{""1435"":0.0},""week_connections_diff_pc"":{""1435"":100.0},""ref_departure_diff_pc"":{""1435"":-97.8947368421},""ref_connections_diff_pc"":{""1435"":-89.4736842105},""date"":{""1435"":""2020-05-22""},""airport"":{""1435"":""ZGNN""}}"
False,False,LTFC,Suleyman Demirel,Isparta,TUR,Turkey,37.85583333333334,30.366944444444446,,
False,True,LGKV,Megas Alexandros,Kavala,GRC,Greece,40.913888888888884,24.619722222222222,,"{""_id"":{""744"":""LGKV""},""departures"":{""744"":10},""connections"":{""744"":5},""all_departures"":{""744"":[10]},""all_connections"":{""744"":[5]},""all_countries"":{""744"":[1]},""week_departure_diff_pc"":{""744"":null},""week_connections_diff_pc"":{""744"":null},""ref_departure_diff_pc"":{""744"":0.0},""ref_connections_diff_pc"":{""744"":0.0},""date"":{""744"":""2020-05-22""},""airport"":{""744"":""LGKV""}}"
False,False,DNMM,Murtala Muhammed,Lagos,NGA,Nigeria,6.5786444444444445,3.3225277777777777,,"{""_id"":{""1164"":""DNMM""},""departures"":{""1164"":4},""connections"":{""1164"":4},""all_departures"":{""1164"":[147,2,4]},""all_connections"":{""1164"":[29,2,4]},""all_countries"":{""1164"":[25,2,4]},""week_departure_diff_pc"":{""1164"":100.0},""week_connections_diff_pc"":{""1164"":100.0},""ref_departure_diff_pc"":{""1164"":-97.2789115646},""ref_connections_diff_pc"":{""1164"":-86.2068965517},""date"":{""1164"":""2020-05-22""},""airport"":{""1164"":""DNMM""}}"
False,False,BGKK,Kulusuk,Kulusuk,GRL,Greenland,65.5736111111111,-37.12361111111111,,
False,False,MYGF,Grand Bahama Intl,Freeport,BHS,Bahamas,26.55868611111111,-78.69555277777778,"{""location"":{""850"":""MYGF""},""StateCode"":{""850"":""BHS""},""message"":{""850"":""PURSUANT TO THE EMERG POWERS COVID19 NO2 ORDER 2020 ATS HR OF AVBL\n\nAT MYGF WILL BE TEMPO CHG TO 9 AM LMT TO 5 PM LMT CARGO COMMERCIAL \nCOURIER AND EMERG MEDEVAC ALONG WITH EMERG FLT APPROVED BY THE CAA \nTHAT REQUIRE ATS AVLB OUTSIDE OF THESE HR MAY CTC KEVIN ODELUS \n727-4043 OR JOAN CARTWRIGHT 727-4209 AT LEAST ONE HOUR (1) PRIOR TO \nEST FLT TIME\nCREATED: 07 May 2020 16:41:00 \nSOURCE: MYNNYNYX""},""Qcode"":{""850"":""XXAH""},""Created"":{""850"":""2020-05-07T16:41:00.000Z""},""type"":{""850"":""airport""},""Closed"":{""850"":false},""source"":{""850"":""NOTAM""}}","{""_id"":{""1366"":""MYGF""},""departures"":{""1366"":3},""connections"":{""1366"":2},""all_departures"":{""1366"":[35,3,3]},""all_connections"":{""1366"":[13,2,2]},""all_countries"":{""1366"":[3,2,2]},""week_departure_diff_pc"":{""1366"":0.0},""week_connections_diff_pc"":{""1366"":0.0},""ref_departure_diff_pc"":{""1366"":-91.4285714286},""ref_connections_diff_pc"":{""1366"":-84.6153846154},""date"":{""1366"":""2020-05-22""},""airport"":{""1366"":""MYGF""}}"
False,False,KFAY,Fayetteville Regl/Grannis,Fayetteville,USA,USA,34.99122222222222,-78.88027777777778,,
False,False,LEVC,Manises,Valencia,ESP,Spain,39.489444444444445,-0.4816666666666667,,"{""_id"":{""886"":""LEVC""},""departures"":{""886"":7},""connections"":{""886"":3},""all_departures"":{""886"":[415,3,7]},""all_connections"":{""886"":[68,1,3]},""all_countries"":{""886"":[21,1,3]},""week_departure_diff_pc"":{""886"":133.3333333333},""week_connections_diff_pc"":{""886"":200.0},""ref_departure_diff_pc"":{""886"":-98.313253012},""ref_connections_diff_pc"":{""886"":-95.5882352941},""date"":{""886"":""2020-05-22""},""airport"":{""886"":""LEVC""}}"
False,False,MMCT,Chichen-Itza Intl,Chichen-Itza,MEX,Mexico,20.64133888888889,-88.44621666666667,,
False,False,KMHT,Manchester,Manchester,USA,USA,42.932805555555554,-71.43575,,"{""_id"":{""3696"":""KMHT""},""departures"":{""3696"":1},""connections"":{""3696"":1},""all_departures"":{""3696"":[2,1]},""all_connections"":{""3696"":[2,1]},""all_countries"":{""3696"":[1,1]},""week_departure_diff_pc"":{""3696"":0.0},""week_connections_diff_pc"":{""3696"":0.0},""ref_departure_diff_pc"":{""3696"":-50.0},""ref_connections_diff_pc"":{""3696"":-50.0},""date"":{""3696"":""2020-05-22""},""airport"":{""3696"":""KMHT""}}"
False,False,KHRL,Valley Intl,Harlingen,USA,USA,26.22711111111111,-97.6551388888889,,"{""_id"":{""1064"":""KHRL""},""departures"":{""1064"":5},""connections"":{""1064"":1},""all_departures"":{""1064"":[9,5,5]},""all_connections"":{""1064"":[4,1,1]},""all_countries"":{""1064"":[1,1,1]},""week_departure_diff_pc"":{""1064"":0.0},""week_connections_diff_pc"":{""1064"":0.0},""ref_departure_diff_pc"":{""1064"":-44.4444444444},""ref_connections_diff_pc"":{""1064"":-75.0},""date"":{""1064"":""2020-05-22""},""airport"":{""1064"":""KHRL""}}"
False,True,SBSV,Dep. L. E. Magalhaes Intl,Salvador,BRA,Brazil,-12.908611111111112,-38.322500000000005,,"{""_id"":{""450"":""SBSV""},""departures"":{""450"":25},""connections"":{""450"":7},""all_departures"":{""450"":[25]},""all_connections"":{""450"":[7]},""all_countries"":{""450"":[6]},""week_departure_diff_pc"":{""450"":null},""week_connections_diff_pc"":{""450"":null},""ref_departure_diff_pc"":{""450"":0.0},""ref_connections_diff_pc"":{""450"":0.0},""date"":{""450"":""2020-05-22""},""airport"":{""450"":""SBSV""}}"
False,False,ENVA,Vaernes,Trondheim,NOR,Norway,63.4575,10.924166666666666,,"{""_id"":{""4113"":""ENVA""},""departures"":{""4113"":1},""connections"":{""4113"":1},""all_departures"":{""4113"":[86,1,1]},""all_connections"":{""4113"":[16,1,1]},""all_countries"":{""4113"":[11,1,1]},""week_departure_diff_pc"":{""4113"":0.0},""week_connections_diff_pc"":{""4113"":0.0},""ref_departure_diff_pc"":{""4113"":-98.8372093023},""ref_connections_diff_pc"":{""4113"":-93.75},""date"":{""4113"":""2020-05-22""},""airport"":{""4113"":""ENVA""}}"
False,False,LRBS,Baneasa-Aurel Vlaicu,Bucharest,ROU,Romania,44.50361111111111,26.103611111111114,,"{""_id"":{""6193"":""LRBS""},""departures"":{""6193"":1},""connections"":{""6193"":1},""all_departures"":{""6193"":[1]},""all_connections"":{""6193"":[1]},""all_countries"":{""6193"":[1]},""week_departure_diff_pc"":{""6193"":null},""week_connections_diff_pc"":{""6193"":null},""ref_departure_diff_pc"":{""6193"":0.0},""ref_connections_diff_pc"":{""6193"":0.0},""date"":{""6193"":""2020-05-22""},""airport"":{""6193"":""LRBS""}}"
False,True,LDRI,Krk Island,Rijeka,HRV,Croatia,45.21688888888889,14.570266666666667,,"{""_id"":{""655"":""LDRI""},""departures"":{""655"":13},""connections"":{""655"":10},""all_departures"":{""655"":[13]},""all_connections"":{""655"":[10]},""all_countries"":{""655"":[3]},""week_departure_diff_pc"":{""655"":null},""week_connections_diff_pc"":{""655"":null},""ref_departure_diff_pc"":{""655"":0.0},""ref_connections_diff_pc"":{""655"":0.0},""date"":{""655"":""2020-05-22""},""airport"":{""655"":""LDRI""}}"
False,False,KFNT,Bishop Intl,Flint,USA,USA,42.965472222222225,-83.74475,,
False,True,LFRN,St Jacques,Rennes,FRA,France,48.07194444444445,-1.7322222222222223,,"{""_id"":{""615"":""LFRN""},""departures"":{""615"":15},""connections"":{""615"":4},""all_departures"":{""615"":[15]},""all_connections"":{""615"":[4]},""all_countries"":{""615"":[2]},""week_departure_diff_pc"":{""615"":null},""week_connections_diff_pc"":{""615"":null},""ref_departure_diff_pc"":{""615"":0.0},""ref_connections_diff_pc"":{""615"":0.0},""date"":{""615"":""2020-05-22""},""airport"":{""615"":""LFRN""}}"
False,True,KPHL,Philadelphia Intl,Philadelphia,USA,USA,39.87224722222222,-75.2408638888889,,"{""_id"":{""257"":""KPHL""},""departures"":{""257"":49},""connections"":{""257"":14},""all_departures"":{""257"":[375,48,49]},""all_connections"":{""257"":[37,12,14]},""all_countries"":{""257"":[24,8,10]},""week_departure_diff_pc"":{""257"":2.0833333333},""week_connections_diff_pc"":{""257"":16.6666666667},""ref_departure_diff_pc"":{""257"":-86.9333333333},""ref_connections_diff_pc"":{""257"":-62.1621621622},""date"":{""257"":""2020-05-22""},""airport"":{""257"":""KPHL""}}"
False,False,ZLLL,Zhongchuan,Lanzhou,CHN,China,36.516666666666666,103.62166666666666,,"{""_id"":{""961"":""ZLLL""},""departures"":{""961"":6},""connections"":{""961"":2},""all_departures"":{""961"":[6]},""all_connections"":{""961"":[2]},""all_countries"":{""961"":[2]},""week_departure_diff_pc"":{""961"":null},""week_connections_diff_pc"":{""961"":null},""ref_departure_diff_pc"":{""961"":0.0},""ref_connections_diff_pc"":{""961"":0.0},""date"":{""961"":""2020-05-22""},""airport"":{""961"":""ZLLL""}}"
False,False,LRBM,Baia Mare,Baia Mare,ROU,Romania,47.658249999999995,23.466219444444445,,
False,True,WMKK,Kuala Lumpur Intl - Sepang,Kuala Lumpur,MYS,Malaysia,2.743333333333333,101.69805555555556,,"{""_id"":{""108"":""WMKK""},""departures"":{""108"":103},""connections"":{""108"":33},""all_departures"":{""108"":[2584,78,103]},""all_connections"":{""108"":[118,26,33]},""all_countries"":{""108"":[35,18,20]},""week_departure_diff_pc"":{""108"":32.0512820513},""week_connections_diff_pc"":{""108"":26.9230769231},""ref_departure_diff_pc"":{""108"":-96.0139318885},""ref_connections_diff_pc"":{""108"":-72.0338983051},""date"":{""108"":""2020-05-22""},""airport"":{""108"":""WMKK""}}"
False,True,EFTU,Turku,Turku,FIN,Finland,60.514722222222225,22.261666666666667,"{""location"":{""508"":""EFTU""},""StateCode"":{""508"":""FIN""},""message"":{""508"":""COVID-19: FLIGHT RESTRICTIONS.\nATC SERVICE IS RESTRICTED AND GENERAL AVIATION TRAFFIC CIRCUIT AND \nTRAINING AREA FLYING MAY BE REGULATED.\nSCHOOL FLIGHTS ARE REGULATED ACCORDING TO OTHER TRAFFIC.\nINFORMATION REGARDING TRAFFIC SITUATION CAN NOT BE GIVEN IN ADVANCE\nCREATED: 25 Apr 2020 10:55:00 \nSOURCE: EUECYIYN""},""Qcode"":{""508"":""FAXX""},""Created"":{""508"":""2020-04-25T10:55:00.000Z""},""type"":{""508"":""airport""},""Closed"":{""508"":false},""source"":{""508"":""NOTAM""}}","{""_id"":{""310"":""EFTU""},""departures"":{""310"":40},""connections"":{""310"":4},""all_departures"":{""310"":[40]},""all_connections"":{""310"":[4]},""all_countries"":{""310"":[4]},""week_departure_diff_pc"":{""310"":null},""week_connections_diff_pc"":{""310"":null},""ref_departure_diff_pc"":{""310"":0.0},""ref_connections_diff_pc"":{""310"":0.0},""date"":{""310"":""2020-05-22""},""airport"":{""310"":""EFTU""}}"
False,False,LRIA,Iasi,Iasi,ROU,Romania,47.180277777777775,27.620833333333334,,"{""_id"":{""1265"":""LRIA""},""departures"":{""1265"":3},""connections"":{""1265"":1},""all_departures"":{""1265"":[38,2,3]},""all_connections"":{""1265"":[14,2,1]},""all_countries"":{""1265"":[10,2,1]},""week_departure_diff_pc"":{""1265"":50.0},""week_connections_diff_pc"":{""1265"":-50.0},""ref_departure_diff_pc"":{""1265"":-92.1052631579},""ref_connections_diff_pc"":{""1265"":-92.8571428571},""date"":{""1265"":""2020-05-22""},""airport"":{""1265"":""LRIA""}}"
False,False,LGSA,Ioannis Daskalogiannis,Chania,GRC,Greece,35.53138888888889,24.15111111111111,,"{""_id"":{""4043"":""LGSA""},""departures"":{""4043"":1},""connections"":{""4043"":1},""all_departures"":{""4043"":[107,1]},""all_connections"":{""4043"":[39,1]},""all_countries"":{""4043"":[17,1]},""week_departure_diff_pc"":{""4043"":0.0},""week_connections_diff_pc"":{""4043"":0.0},""ref_departure_diff_pc"":{""4043"":-99.0654205607},""ref_connections_diff_pc"":{""4043"":-97.4358974359},""date"":{""4043"":""2020-05-22""},""airport"":{""4043"":""LGSA""}}"
False,False,KMRY,Monterey Regional,Monterey,USA,USA,36.58695,-121.84278055555555,,"{""_id"":{""4999"":""KMRY""},""departures"":{""4999"":1},""connections"":{""4999"":1},""all_departures"":{""4999"":[1]},""all_connections"":{""4999"":[1]},""all_countries"":{""4999"":[1]},""week_departure_diff_pc"":{""4999"":null},""week_connections_diff_pc"":{""4999"":null},""ref_departure_diff_pc"":{""4999"":0.0},""ref_connections_diff_pc"":{""4999"":0.0},""date"":{""4999"":""2020-05-22""},""airport"":{""4999"":""KMRY""}}"
False,True,EGSS,Stansted,London,GBR,UK,51.885,0.23500000000000001,"{""location"":{""536"":""EGSS""},""StateCode"":{""536"":""GBR""},""message"":{""536"":""COVID-19 INFORMATION: DUE TO CLOSURE OF TERMINAL BUILDING, NO \nSCHEDULED OR CHARTER PASSENGER FLIGHTS WILL BE PERMITTED TO OPERATE \nBETWEEN THE HOURS OF 1600 AND 0400. GENERAL AVIATION AND CARGO \nFACILITIES REMAINS H24. RUNWAY REMAINS AVBL H24. CAT 7 RFFS REMAINS \nAVBL H24, UP TO CAT 10 RFFS AVBL UPON REQUEST. AIRLINES MUST HAVE \nPPR AND ENSURE GROUND HANDLING SUPPORT IS AVBL.\nCREATED: 11 May 2020 14:26:00 \nSOURCE: EUECYIYN""},""Qcode"":{""536"":""FALT""},""Created"":{""536"":""2020-05-11T14:26:00.000Z""},""type"":{""536"":""airport""},""Closed"":{""536"":false},""source"":{""536"":""NOTAM""}}","{""_id"":{""283"":""EGSS""},""departures"":{""283"":45},""connections"":{""283"":15},""all_departures"":{""283"":[1630,25,45]},""all_connections"":{""283"":[174,12,15]},""all_countries"":{""283"":[39,7,9]},""week_departure_diff_pc"":{""283"":80.0},""week_connections_diff_pc"":{""283"":25.0},""ref_departure_diff_pc"":{""283"":-97.2392638037},""ref_connections_diff_pc"":{""283"":-91.3793103448},""date"":{""283"":""2020-05-22""},""airport"":{""283"":""EGSS""}}"
False,False,ESDF,Ronneby,Ronneby,SWE,Sweden,56.266666666666666,15.265,,
False,True,CYEG,Edmonton Intl,Edmonton,CAN,Canada,53.30988333333333,-113.57949444444444,,"{""_id"":{""636"":""CYEG""},""departures"":{""636"":14},""connections"":{""636"":4},""all_departures"":{""636"":[119,16,14]},""all_connections"":{""636"":[24,8,4]},""all_countries"":{""636"":[4,3,1]},""week_departure_diff_pc"":{""636"":-12.5},""week_connections_diff_pc"":{""636"":-50.0},""ref_departure_diff_pc"":{""636"":-88.2352941176},""ref_connections_diff_pc"":{""636"":-83.3333333333},""date"":{""636"":""2020-05-22""},""airport"":{""636"":""CYEG""}}"
False,False,LKMT,Mosnov,Ostrava,CZE,Czech,49.69611111111111,18.110833333333336,,"{""_id"":{""986"":""LKMT""},""departures"":{""986"":5},""connections"":{""986"":3},""all_departures"":{""986"":[5]},""all_connections"":{""986"":[3]},""all_countries"":{""986"":[2]},""week_departure_diff_pc"":{""986"":null},""week_connections_diff_pc"":{""986"":null},""ref_departure_diff_pc"":{""986"":0.0},""ref_connections_diff_pc"":{""986"":0.0},""date"":{""986"":""2020-05-22""},""airport"":{""986"":""LKMT""}}"
False,True,EGSH,Norwich,Norwich,GBR,UK,52.67583333333333,1.2827777777777778,"{""location"":{""998"":""EGSH"",""999"":""EGSH""},""StateCode"":{""998"":""GBR"",""999"":""GBR""},""message"":{""998"":""COVID-19: INFORMATION\nRFFS CAT 6 WITH REMISSION MANNING\nCREATED: 04 Apr 2020 12:31:00 \nSOURCE: EUECYIYN"",""999"":""COVID-19: INFORMATION\nREVISED AD OPENING HOURS 0700 - 1700 \nNORWICH AD, CTA 1,2,3 AND CTR ACTIVE 0700-1700\nCREATED: 03 Apr 2020 12:29:00 \nSOURCE: EUECYIYN""},""Qcode"":{""998"":""FFCH"",""999"":""AECA""},""Created"":{""998"":""2020-04-04T12:31:00.000Z"",""999"":""2020-04-03T12:29:00.000Z""},""type"":{""998"":""airport"",""999"":""airport""},""Closed"":{""998"":false,""999"":false},""source"":{""998"":""NOTAM"",""999"":""NOTAM""}}","{""_id"":{""240"":""EGSH""},""departures"":{""240"":52},""connections"":{""240"":9},""all_departures"":{""240"":[52]},""all_connections"":{""240"":[9]},""all_countries"":{""240"":[5]},""week_departure_diff_pc"":{""240"":null},""week_connections_diff_pc"":{""240"":null},""ref_departure_diff_pc"":{""240"":0.0},""ref_connections_diff_pc"":{""240"":0.0},""date"":{""240"":""2020-05-22""},""airport"":{""240"":""EGSH""}}"
False,False,LJPZ,Secovlje,Portoroz,SVN,Slovenia,45.473333333333336,13.615,,
False,False,RKPC,Jeju Intl,Jeju,KOR,Korea,33.51222222222222,126.49277777777777,,"{""_id"":{""3417"":""RKPC""},""departures"":{""3417"":1},""connections"":{""3417"":1},""all_departures"":{""3417"":[184,1,1]},""all_connections"":{""3417"":[26,1,1]},""all_countries"":{""3417"":[5,1,1]},""week_departure_diff_pc"":{""3417"":0.0},""week_connections_diff_pc"":{""3417"":0.0},""ref_departure_diff_pc"":{""3417"":-99.4565217391},""ref_connections_diff_pc"":{""3417"":-96.1538461538},""date"":{""3417"":""2020-05-22""},""airport"":{""3417"":""RKPC""}}"
False,False,KMSN,Dane Co Regl-Truax,Madison,USA,USA,43.13987777777778,-89.33750277777777,,"{""_id"":{""1578"":""KMSN""},""departures"":{""1578"":2},""connections"":{""1578"":2},""all_departures"":{""1578"":[2]},""all_connections"":{""1578"":[2]},""all_countries"":{""1578"":[1]},""week_departure_diff_pc"":{""1578"":null},""week_connections_diff_pc"":{""1578"":null},""ref_departure_diff_pc"":{""1578"":0.0},""ref_connections_diff_pc"":{""1578"":0.0},""date"":{""1578"":""2020-05-22""},""airport"":{""1578"":""KMSN""}}"
